"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8814789","25014462112000281000000000U2","MINI SUPER TKT EL COCHAMBRES",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","PEDRO INFANTE","CARRETERA","AGUA VERDE","CALLE","PAYO DEL ROSARIO","CALLE","JORGE NEGRETE","0","SN",,,"0",,"COLONIA","BONIFACIO ROJAS",,,,"82807","25","SINALOA","014","Rosario","0001","El Rosario","0538","016","9521794",,,"Fijo","22.99176344","-105.86119757","2019-11"
"3796348","25001462112002101000000000U7","MINI SUPER TORRES",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","RIO FUERTE","CALLE","JOSE MARIA OCHOA","AVENIDA","BENJAMIN HILL","CALLE","IGNACIO MANUEL ALTAMIRANO","427",,,,,,"SECTOR","SCALLY",,,,"81240","25","SINALOA","001","Ahome","0001","Los Mochis","0192","010",,,,"Fijo","25.80133515","-108.99843288","2014-12"
"3804872","25015461110003601000000000U0","MINI SUPER XICOTENCATL",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","VENEZUELA","CALLE","JALISCO","CALLE","MONTERREY","PROLONGACION","EL SALVADOR","882",,,,,,"COLONIA","1 DE MAYO",,,,"81476","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0412","023","6737323689",,,"Fijo","25.44420322","-108.05833072","2010-07"
"3821550","25006462112004811000000000U8","MINI SUPER Y TORTILLERIA BLANCA 2",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","NARANJO","AVENIDA","ÁNGEL DEL CAMPO","CALLE","IZTACCIHUATL-2","CALLE","IZTACCÍHUATL","1832",,,,,,"FRACCIONAMIENTO","LOMAS DE SAN ISIDRO",,,,"80197","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6836","004","6674087616",,,"Fijo","24.75714646","-107.40912752","2014-12"
"9348363","25006462112006881000000000U9","MINI SUPER YEI",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","JUAN LEY FONG","CALLE","MONTE BONA","BOULEVARD","CORNETA FRANCISCO RAMIREZ","BOULEVARD","JUAN LEY FONG",,"SN",,,,,"FRACCIONAMIENTO","ALTURAS DEL SUR",,,,,"25","SINALOA","006","Culiacán","0001","Culiacán Rosales","9366","001",,,,"Fijo","24.76306184","-107.35484399","2021-05"
"3826524","25012462112001771000000000U5","MINI SUPER YOLANDA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","VALLE DE MORA","CALLE","VALPARAISO","CALLE","NINGUNO","CALLE","VALLE DEL VENADO","15132",,,,,,"FRACCIONAMIENTO","VALLE BONITO",,,,"82136","25","SINALOA","012","Mazatlán","0001","Mazatlán","2972","016","6692074999",,,"Fijo","23.27146763","-106.39100843","2014-12"
"3857973","25004462112000011000000000U4","MINI SUPER ZOILA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","CUAUHTEMOC","CALLE","RIO CONCORDIA","CALLE","CUAUHTEMOC","CALLE","RÍO CONCORDIA","23",,,,,,"COLONIA","MARAVILLA",,,,"82600","25","SINALOA","004","Concordia","0001","Concordia","0480","014","6949680230",,,"Fijo","23.28785833","-106.0719705","2010-07"
"3842553","25002462112000091000000000U0","MINISUPER",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","5 DE MAYO","AVENIDA","CONSTITUCION","AVENIDA","GABRIEL LEYVA SOLANO","AVENIDA","CONSTITUCIÓN","11","SN",,,"0","B","COLONIA","ANGOSTURA CENTRO",,,,"81600","25","SINALOA","002","Angostura","0001","Angostura","040A","002",,,,"Fijo","25.36486013","-108.16142864","2010-07"
"3840738","25015462112000041000000000U7","MINISUPER","SERVICIOS LA GLORIA DE GUAMUCHIL SA DE CV","462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","INGLATERRA","CALLE","SINALOA","CALLE","RIO MOCORITO","AVENIDA","COLOMBIA","68",,,,,,"COLONIA","LA GLORIA",,,,"81470","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0431","004",,"SUC.LAGLORIA@EVORAGASOLINERAS.COM",,"Fijo","25.44566947","-108.06836679","2010-07"
"3847476","25006462112003123000000000U9","MINISUPER  TULITA",,"462112","Comercio al por menor en minisupers","11 a 30 personas","CALLE","JUAN CARRASCO","CALLE","NINGUNO","CALLE","INDEPENDENCIA","CALLE","MIGUEL HIDALGO Y COSTILLA",,"SN",,,,,"COLONIA","COSTA RICA",,,,"80430","25","SINALOA","006","Culiacán","0312","Costa Rica","0502","023","6677280112",,,"Fijo","24.59084694","-107.38990734","2010-07"
"3795600","25001462112001961000000000U5","MINISUPER AIDEE",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","HERMENEGILDO GALEANA","CALLE","LA RAZA","CALLE","MESTIZOS","BOULEVARD","PEDRO MARÍA ANAYA","1380",,,,,,"FRACCIONAMIENTO","SANTA TERESA",,,,"81271","25","SINALOA","001","Ahome","0001","Los Mochis","3271","035",,,,"Fijo","25.77378143","-109.01961083","2014-12"
"3791461","25006462112000031000000000U7","MINISUPER AL CAPULE",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","EL CAPULE","CALLE","CAMINO A EL CAPULE","CALLE","JOSE VASCONCELOS","PRIVADA","PRIMERA","664",,,,,,"COLONIA","CAMPESINA EL BARRIO",,,,"80080","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6319","049","6672591406",,,"Fijo","24.80022761","-107.33316931","2010-07"
"3842265","25015462112000021000000000U9","MINISUPER ALEX",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","JUPITER","BOULEVARD","LAS CONSTELACIONES","AVENIDA","NEPTUNO","CALLE","CÁNCER",,"SN",,,,,"COLONIA","SATELITE",,,,"81475","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0766","029","6731050014",,,"Fijo","25.43357945","-108.06707222","2010-07"
"3842607","25002462112000051000000000U4","MINISUPER AMERICA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","PROFESORA MARIA BAYLISS","CALLEJON","SEXTO","CALLE","VICENTE GUERRERO","AVENIDA","JUAN DE LA BARRERA","0","SN",,,"0",,"COLONIA","LABASTIDA OCHOA",,,,"81600","25","SINALOA","002","Angostura","0001","Angostura","0429","020",,,,"Fijo","25.36760253","-108.16622512","2010-07"
"3813414","25006462112004401000000000U8","MINISUPER AMIGA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","LA MIRADA","CALLE","PALO ALTO","CALLE","HERMOSA","AVENIDA","COVINA","3403",,,,,,"FRACCIONAMIENTO","LOS ANGELES",,,,"80014","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7444","002",,,,"Fijo","24.8457141","-107.36242392","2014-12"
"3810727","25006462112004391000000000U1","MINISUPER ARGAMA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","NORMA CORONA SAPIENS","CALLE","ESTERO DE TULA","AVENIDA","ESTERO MAZATLAN","AVENIDA","BAHÍA DE AGIABAMPO","1589",,,,,,"FRACCIONAMIENTO","PRADERA DORADA",,,,"80058","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4628","010",,,,"Fijo","24.81974444","-107.43086466","2014-12"
"3805134","25015462112000561000047111M4","MINISUPER ARIAS","MINISUPER ARIAS SA DE CV","462112","Comercio al por menor en minisupers","0 a 5 personas","CARRETERA","CARRETERA A MOCORITO","CALLE","ESCUINAPA","AVENIDA","FRANCISCO VILLA","CALLE","JESÚS RODRIGUEZ VERDUGO","30",,,,,,"COLONIA","BENITO JUAREZ",,,,"81450","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0145","036","6737322670","ARIASCELTA@HOTMAIL.COM",,"Fijo","25.46070532","-108.07800395","2014-12"
"8246863","25006462112006372000000000U9","MINISUPER ASTORGA",,"462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","21 DE MARZO","CALLE","MINA DE PANUCO","CALLE","MINA DE PLOMOSAS","AVENIDA","PRESIDENTE ADOLFO RUIZ CORTINES",,"SN",,,,,"COLONIA","ANTONIO TOLEDO CORRO",,,,"80296","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1958","048",,,,"Fijo","24.7627358","-107.37554066","2019-11"
"9009667","25006462112006651000000000S6","MINISUPER BELTRAN COCINA ECONOMICA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","DE LOS CONSTITUYENTES","AVENIDA","CONSTITUYENTE CARLOS MARIA ESQUERRO","AVENIDA","CONSTITUYENTE PEDRO L. ZAVALA","AVENIDA","CONSTITUYENTE FÉLIX PALAVICINI","2289",,,,,,"COLONIA","LIBERTAD",,,,"80180","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3649","030",,,,"Fijo","24.78293921","-107.41868654","2019-11"
"3818614","25006462112004631000000000U0","MINISUPER BELZA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","CORONEL FRANCISCO TOLENTINO","CALLE","CONVENCION DE APATZINGAN","BOULEVARD","PLAN DE AYALA","CALLE","FRANCISCO TELLEZ","4247",,,,"0",,"COLONIA","EMILIANO ZAPATA",,,,"80260","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3511","017","6671414389",,,"Fijo","24.78816576","-107.35990974","2014-12"
"3810606","25006462112004352001016676S3","MINISUPER BIX","SERVICIOS COMERCIALES DE CONVENIENCIA SAPI DE CV","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","ECLIPSE","BOULEVARD","IGUALAMO","AVENIDA","CONQUISTADORES","CALLE","ÓRBITA","3939",,,,"1",,"FRACCIONAMIENTO","RESIDENCIAL PRADOS DE LA CONQUISTA",,,,"80058","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6499","066",,"ISABEL.LOPEZ@BIXMINISUPER.COM.MX",,"Fijo","24.81620082","-107.44020674","2014-12"
"3810536","25006462112004322000016676S6","MINISUPER BIX","SERVICIOS COMERCIALES DE CONVENIENCIA SAPI DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","PASEO DEL ROBLE","CALLE","FICUS","CALLE","GIRASOL","AVENIDA","SECUOYA","1","SN",,,"0",,"FRACCIONAMIENTO","URBIVILLA DEL PRADO",,,,,"25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7590","029","6671610824",,,"Fijo","24.83382855","-107.45630386","2014-12"
"3810680","25006462112005001000000000U5","MINISUPER BONATERRA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","LA NUEVA ESPAÑA","CALLE","PAPIROS","PRIVADA","NUÑO BELTRAN DE GUZMAN","CALLE","CAMALOTES","4836",,,,,,"FRACCIONAMIENTO","ACUEDUCTO",,,,"80058","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7321","010",,,,"Fijo","24.82223782","-107.44378493","2014-12"
"3804323","25015462112000481000000000U5","MINISUPER BORREGO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","CUAUHTEMOC","AVENIDA","VICENTE GUERRERO","AVENIDA","FRANCISCO VILLA","PRIVADA","BUGAMBILIA",,"SN",,,,,"COLONIA","CUAUHTEMOC",,,,"81490","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0268","016",,,,"Fijo","25.45017675","-108.08445693","2014-12"
"8490872","25006462112006751000000000U4","MINISUPER BRAVO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CARRETERA","NINGUNO","CALLE","FRANCISCO VILLA","CALLE","PASCUAL OROZCO","AVENIDA","IGNACIO ALLENDE",,"SN",,,,,"LOCALIDAD","LEOPOLDO SANCHEZ CELIS",,,,"80450","25","SINALOA","006","Culiacán","0438","Leopoldo Sánchez Celis","5753","046",,,,"Fijo","24.44385518","-107.37941798","2019-11"
"3830530","25012461212003741010000000U5","MINISUPER CARMINA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","TRAFICO","CALLE","SEGUNDO ESCOLAR","CALLE","PRIMERO ESCOLAR","CALLE","ESCOLAR","177",,,,,,"COLONIA","URIAS",,,,"82099","25","SINALOA","012","Mazatlán","0001","Mazatlán","1902","011",,,,"Fijo","23.22066903","-106.37797313","2014-12"
"8246932","25006462112006381000000000S0","MINISUPER C-B",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","BELLAVISTA","BOULEVARD","LOMAS DE SAN ISIDRO","CALLE","CERRO EL PIPILA","AVENIDA","BELLAVISTA","809",,,,,,"FRACCIONAMIENTO","LOMAS DE SAN ISIDRO",,,,"80199","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7726","001",,,,"Fijo","24.75809514","-107.39938926","2019-11"
"3791011","25006462112001161000000000U1","MINISUPER CHAMOHNOS",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","ALFONSO REYES","AVENIDA","FRAY ANDRES TELLO","AVENIDA","JOSE CASTRO VALADES","CALLE","LICENCIADO MARIANO AZUELA",,"SN",,,,,"COLONIA","GUADALUPE VICTORIA",,,,"80240","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5452","021",,,,"Fijo","24.79414571","-107.36404975","2010-07"
"3792780","25010462112000191000000000U1","MINISUPER CHARAY","AGENCIA TECATE ","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","DURANGO","CALLE","NAYARIT","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"PUEBLO","SAN BLAS",,,,"81800","25","SINALOA","010","El Fuerte","0179","San Blas","1077","034",,,,"Fijo","26.07975031","-108.76313588","2014-12"
"3859619","25014462112000101000000000U2","MINISUPER DANY",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","NARCISO MENDOZA","AVENIDA","16 DE SEPTIEMBRE","AVENIDA","IGNACIO ZARAGOZA","CALLE","5 DE MAYO",,"SN",,,,,"LOCALIDAD","AGUA VERDE",,,,"82872","25","SINALOA","014","Rosario","0388","Agua Verde","0627","019",,,,"Fijo","22.89353385","-105.97473043","2010-07"
"3804699","25015462112000511000000000U9","MINISUPER DEL EVORA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CARRETERA","CARRETERA A MOCORITO","AVENIDA","PEDRO INFANTE CRUZ","CALLE","PLUTARCO ELIAS CALLES","CALLE","RODOLFO SÁNCHEZ TABOADA","1334","A",,,,,"COLONIA","MILITAR",,,,"81440","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0111","061",,,,"Fijo","25.45952021","-108.06698905","2014-12"
"3820164","25006462112004661000000000U7","MINISUPER EDGAR",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","MINA ESCOBAL","PROLONGACION","ÁLVARO OBREGON","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","MINA MAGISTRAL","621",,,,,,"COLONIA","HUIZACHES",,,,"80298","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3969","044","6671763379",,,"Fijo","24.75901242","-107.38724022","2014-12"
"3856503","25012461213000371000000000U2","MINISUPER EL BANQUETAZO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","ARNOLDO RIGODANZA","CALLE","A","AVENIDA","SANTA ROSA","AVENIDA","ARNOLDO RIGODANZA","622",,,,,,"AMPLIACION","FEDERICO VELARDE",,,,"82158","25","SINALOA","012","Mazatlán","0001","Mazatlán","0938","012","6692626589",,,"Fijo","23.24852899","-106.41469371","2010-07"
"3845078","25018462112000031000000000U2","MINISUPER EL CASTILLO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","GUADALUPE VALENZUELA","AVENIDA","ROSARIO MORENO","AVENIDA","J. ROMERO","CALLE","CIPRIANO VALDEZ A.",,"SN",,,,,"LOCALIDAD","EL CASTILLO",,,,"80360","25","SINALOA","018","Navolato","0041","El Castillo","0698","007",,,,"Fijo","24.54352257","-107.70382643","2010-07"
"3812782","25006462112004581000000000U7","MINISUPER EL CHEQUE",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","NINGUNO","AVENIDA","SINALOA","CALLE","MANUEL BARRAZA","2336","A",,,,,"COLONIA","AGRARISTA MEXICANA",,,,"80014","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6291","021",,,,"Fijo","24.83164118","-107.37196788","2014-12"
"3806114","25002462112000181000000000S9","MINISUPER EL COSTEÑO","CERVECERÍA MOCTEZUMA TECATE ","462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","LUCIO BLANCO","BOULEVARD","FRANCISCO I. MADERO","CALLE","MIGUEL HIDALGO","CALLE","VICENTE GUERRERO","0","SN",,,"0",,"COLONIA","INDEPENDENCIA",,,,"81690","25","SINALOA","002","Angostura","0031","Colonia Independencia (Chinitos)","0471","015",,,,"Fijo","25.05375597","-107.91358958","2014-12"
"3819664","25006462112004851000000000U4","MINISUPER EL SUPERCITO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","21 DE MARZO","CALLE","PRESIDENTE JOSE JOAQUIN HERRERA","CALLE","PRESIDENTE JUAN N. MENDEZ","AVENIDA","PRESIDENTE GUSTAVO DÍAZ ORDAZ",,"SN",,,,,"COLONIA","LAZARO CARDENAS",,,,"80290","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3761","013","6672004876",,,"Fijo","24.77552501","-107.37738895","2014-12"
"7189451","25006462112006562000000000U5","MINISUPER EL SURTIDITO",,"462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","VARSOVIA","CALLE","SAN JAVIER","CALLE","SAN LUIS OBISPO","AVENIDA","ROMA","0","SN",,,"0",,"FRACCIONAMIENTO","URBIVILLA DEL ROBLE",,,,"80184","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6893","003",,,,"Fijo","24.74547181","-107.4314715","2019-11"
"3848192","25006462112000131000000000U5","MINISUPER ERIFEL",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","APOLO","AVENIDA","GALAXIA","AVENIDA","UNIVERSO","CALLE","NINGUNO","1939",,,,"0",,"COLONIA","OBRERA CAMPESINA",,,,"80014","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3865","005","6677535289",,,"Fijo","24.83200618","-107.37835977","2010-07"
"3860738","25009462112000081000000000U6","MINISUPER ESCUINAPA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","FRANCISCO I. MADERO","CALLE","SEVERIANO MORENO","CALLE","LIBERTAD","11",,,,,,"COLONIA","ESCUINAPA CENTRO",,,,"82400","25","SINALOA","009","Escuinapa","0001","Escuinapa de Hidalgo","0523","027","6959531277",,,"Fijo","22.83499852","-105.77543101","2010-07"
"3843465","25006462112000451000000000U7","MINISUPER ESLY",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","PARIS","AVENIDA","VARSOVIA","AVENIDA","ESTOCOLMO","CALLE","MOSCÚ","5042",,,,,,"FRACCIONAMIENTO","VILLA VERDE",,,,"80184","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4276","019","6672200175",,,"Fijo","24.75103548","-107.43383311","2010-07"
"8418513","25006462112006731000000000S6","MINISUPER EVEREST",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","MONTE LA MESA","CALLE","CIMA DEL SAN PABLO","CALLE","CIMA DE LOS OLIVARES","AVENIDA","MONTE SANTA CRUZ","5658","B",,,,,"FRACCIONAMIENTO","ALTURAS DEL SUR",,,,"80295","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0593","021",,,,"Fijo","24.76191809","-107.34969064","2019-11"
"3775290","25012462112000861000000000U5","MINISUPER FD",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","DELFINES","CALLEJON","CHATO","CALLE","TIBURONES","CALLE","CAMARONERA","122",,,,"0",,"EJIDO","ISLA DE LAPIEDRA",,,,"82043","25","SINALOA","012","Mazatlán","0001","Mazatlán","2332","013","6699819037",,,"Fijo","23.19574607","-106.40527675","2010-07"
"7210231","25006462112006172000000000U3","MINISUPER FOFY",,"462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","21 DE MARZO","CALLE","MEZQUITAL DEL ORO","CALLE","MINERAL DE SAN PEDRO","CALLE","NINGUNO","6557",,,,,,"COLONIA","ANTONIO TOLEDO CORRO",,,,"80296","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1962","058",,,,"Fijo","24.75498287","-107.37437723","2019-11"
"3842927","25006462112001151000000000U2","MINISUPER GABI",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","AVENIDA DE LOS EMPAQUES","CALLE","NINGUNO","CALLE","ARTICULO 27","ANDADOR","ARTÍCULO 25","5202",,,,,,"FRACCIONAMIENTO","INFONAVIT BARRANOS",,,,"80184","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4717","014",,,,"Fijo","24.75631047","-107.43436871","2010-07"
"8175264","25012462112003811000000000U7","MINISUPER GAVIOTAS",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","BOCA DEL MAR","OTRO (ESPECIFIQUE)","NINGUNO","AVENIDA","PLAYA GAVIOTAS","CALLE","BOCA DEL MAR","37",,,,"0",,"FRACCIONAMIENTO","ZONA DORADA",,,,"82110","25","SINALOA","012","Mazatlán","0001","Mazatlán","1461","025","6691620464",,,"Fijo","23.24162113","-106.45192395","2019-11"
"3821038","25006462112005141000000000U9","MINISUPER GLORIA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","ADOLFO GARCIA ROBLES","AVENIDA","CONSTITUYENTE RUBEN MARTI","AVENIDA","CONSTITUYENTE JOSE MARIA TRUCHUELO","CALLE","ROSENDO G. CASTRO","3276","B",,,,,"COLONIA","FELIPE ANGELES",,,,"80190","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4399","023",,,,"Fijo","24.76043408","-107.41676285","2014-12"
"3861506","25006462112000041000000000U6","MINISUPER GOYO",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","AVENIDA DE LOS APALACHES","AVENIDA","MONTE CORNO","AVENIDA","AVENIDA DE LOS BALCANES","CERRADA","MALINCHE","6003","A",,,,,"FRACCIONAMIENTO","VILLA BONITA",,,,"80199","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5274","003",,,,"Fijo","24.74941932","-107.38603017","2010-07"
"8853849","25006462112006701000000000U9","MINISUPER HACIENDA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","HACIENDA DEL VALLE QUIAPAN","AVENIDA","FROYLAN CRUZ MANJARREZ","PROLONGACION","CONSTITUYENTE EMILIANO GARCIA","CALLE","ALFONSO G. CALDERÓN","1074","1",,,,,"FRACCIONAMIENTO","ADOLFO LOPEZ MATEOS",,,,"80197","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6395","038","6672167913",,,"Fijo","24.76459412","-107.39987283","2019-11"
"3845502","25018462112000142000000000U7","MINISUPER HERMANOS BENITES",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALZADA","LICENCIADO BENITO JUAREZ","CALLE","IGNACIO MANUEL ALTAMIRANO","CALLE","DOMINGO RUBI","AVENIDA","NARCISO MENDOZA",,"SN",,,,,"COLONIA","LOPEZ PORTILLO",,,,"80378","25","SINALOA","018","Navolato","0374","Licenciado Benito Juárez (Campo Gobierno)","0382","016","6727285375",,,"Fijo","24.6588839","-107.53911612","2010-07"
"3781438","25006462112000241000000000U2","MINISUPER HERRADURA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","MAZATLAN","CALLE","TORTOLA","AVENIDA","CLAVEL","CALLE","DURANGO","46",,,,,,"LOCALIDAD","AGUARUTO",,,,"80308","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","2301","003","6677100813",,,"Fijo","24.78042489","-107.50881854","2010-07"
"3782801","25006462112001111000000000U6","MINISUPER IMPERIAL",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","LA NAVIDAD","PRIVADA","NAHUATL","PRIVADA","CHICHIMECAS","CALLE","MIXTECAS","7606","SN",,,"0",,"FRACCIONAMIENTO","PARAISO",,,,"80140","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6431","018",,,,"Fijo","24.76663846","-107.46390363","2010-07"
"3843211","25006462112002122000000000U2","MINISUPER IMPERIAL",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","EJERCITO DE OCCIDENTE","CALLE","BELISARIO DOMINGUEZ","CALLE","LUCIO BLANCO","CALLE","LUCIO BLANCO","1994",,,,,,"FRACCIONAMIENTO","CHULA VISTA",,,,"80194","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6516","004","6672160031",,,"Fijo","24.75786421","-107.4125196","2010-07"
"3837881","25015462112000141000000000U5","MINISUPER JASERALI",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","AGUSTINA RAMIREZ","CALLE","HILARIO PEREZ DE LEON","CALLE","PABLO BAUNET","AVENIDA","IGNACIO ZARAGOZA","16",,"EDIFICIO SIN NOMBRE","PISO 1","0",,"COLONIA","SANTA ROSA",,,,"81430","25","SINALOA","015","Salvador Alvarado","0001","Guamúchil","0022","012","6737322912",,,"Fijo","25.47294091","-108.07598338","2010-07"
"3821838","25006462112005261000000000U5","MINISUPER JOEL",,"462112","Comercio al por menor en minisupers","0 a 5 personas","AVENIDA","CONSTITUYENTE FRANCISCO JOSE MUGICA","CALLE","TARASCOS","CALLE","NAHOAS","AVENIDA","CONSTITUYENTE PASTOR ROUAIX","2739",,,,"0",,"COLONIA","INDUSTRIAL EL PALMITO",,,,"80160","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0413","027","6677145953",,,"Fijo","24.78014852","-107.42589864","2014-12"
"3809682","25006462112004771000000000U4","MINISUPER JOSE",,"462112","Comercio al por menor en minisupers","0 a 5 personas","BOULEVARD","SENDERO DEL VALLE","CALLE","VALLE DE SONORA","CALLE","VALLE DE YUCATAN","CALLE","SIN REFERENCIA","2463",,,,"1",,"FRACCIONAMIENTO","VALLE ALTO",,,,"80050","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7393","024","6676880962",,,"Fijo","24.80187785","-107.47450914","2014-12"
"3818998","25006462112005072001000000U6","MINISUPER KARLA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALZADA","HEROICO COLEGIO MILITAR","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","7521",,,,,,"COLONIA","LA COSTERA",,,,"80296","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","316A","003","6671593269",,,"Fijo","24.75006597","-107.35539845","2014-12"
"3822828","25006462112004941000000000U3","MINISUPER KATIA",,"462112","Comercio al por menor en minisupers","0 a 5 personas","CALLE","PROGRESO","CALLE","CUARTA","CALLE","QUINTA","AVENIDA","VERACRUZ",,"SN",,,,,"COLONIA","LAS CARPAS",,,,"80430","25","SINALOA","006","Culiacán","0312","Costa Rica","2176","011",,,,"Fijo","24.59490379","-107.39148149","2014-12"
