"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8490715","25001464122000031000000000S5","AUDIO LAB",,"464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","CALLE","ZACARIAS OCHOA CAMACHO","BOULEVARD","MACAPULE","CALLE","ÁLAMOS","CALLE","VIÑEDO DE TOSCANA","904",,,,,,"AMPLIACION","VIÑEDOS",,,,"81228","25","SINALOA","001","Ahome","0001","Los Mochis","4072","005","6683954468",,,"Fijo","25.82107106","-108.98159708","2019-11"
"8038143","25012464122000181000000000S5","AUDIOTECH","INSTITUTO AUDIOLOGICO AUDIOTECH SA DE CV","464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","AVENIDA","EJERCITO MEXICANO","CALLE","RIO TAMAZULA","CALLE","RIO CHACHALACAS SUR","CALLE","RÍO OCORONI","1198",,,,,,"FRACCIONAMIENTO","SAN ANGEL",,,,"82016","25","SINALOA","012","Mazatlán","0001","Mazatlán","1480","005","6692763476","ENCARGADOMAZATLAN@AUDIOTECH.COM.MX","WWW.AUDIOTECH.COM.MX","Fijo","23.22618479","-106.42073868","2019-11"
"8305325","25006464122000291000037498S4","AUDIOTECH CULIACAN","INSTITUTO AUDIOLOGICO AUDIOTECH SA DE CV","464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","PROLONGACION","Álvaro Obregón","BOULEVARD","Francisco I. Madero","CALLE","Cristóbal Colón","AVENIDA","General Juan Carrasco","69",,,,"0",,"COLONIA","CENTRO",,,,"80199","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3386","032",,,,"Fijo","24.80548131","-107.3944394","2019-11"
"8305326","25012464122000191000037498S4","AUDIOTECH MAZATLAN","INSTITUTO AUDIOLOGICO AUDIOTECH SA DE CV","464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","AVENIDA","Ejército Mexicano","CALLE","Río Chachalacas Sur","CALLE","Río Tamazula","CALLE","Río Ocoroni","1198",,,,"0",,"COLONIA","BRISAS DEL MAR",,,,"82016","25","SINALOA","012","Mazatlán","0001","Mazatlán","1480","005",,,,"Fijo","23.22690318","-106.42105488","2019-11"
"3815161","25006468420001201010000000U6","AUDITIVOS DEL NOROESTE",,"464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","CALLE","GENERAL ANGEL FLORES","AVENIDA","VENUSTIANO CARRANZA","CERRADA","ABRAHAM GONZALEZ","CALLE","ABRAHAM GONZÁLEZ","991",,,,"1",,"COLONIA","LAS QUINTAS",,,,"80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3371","026","66722774362",,,"Fijo","24.81038354","-107.38260949","2014-12"
"8235620","25006464113001821000000000U6","BALSAMO DIAZ",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","INTERNACIONAL","AVENIDA","REPUBLICA DE BRASIL","AVENIDA","REPUBLICA DE CHILE","AVENIDA","REPÚBLICA DE BRASIL","2125",,,,,,"COLONIA","HUMAYA",,,,"80020","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3329","017","6674777684",,,"Fijo","24.8229208","-107.41009198","2019-11"
"9282950","25006464111005561000000000U8","BARANETOS","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","CALLE","MINA DE LA PURISIMA","AVENIDA","PARTICIPACION CIUDADANA","AVENIDA","SOLIDARIDAD","CALLE","MINA LA VALENCIANA",,"SN",,,,,"COLONIA","HUIZACHES",,,,"80298","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3973","024",,,,"Fijo","24.75744424","-107.38321834","2020-11"
"6810403","25006464111003641010019698S2","BARANETOS ANGELES 1","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","BOULEVARD","CALIFORNIA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","3245",,,,"1","LOCAL","FRACCIONAMIENTO","LOS ANGELES",,,,"81600","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","743A","028",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","24.84364575","-107.35824865","2017-11"
"6872976","25006464111003891000019698S1","BARANETOS ELDORADO","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","AVENIDA","INDEPENDENCIA","CALLE","JOSÉ MARÍA MORELOS Y PAVÓN","CALLE","MATAMOROS","CALLE","NAYARIT","0","SN",,,"0",,"COLONIA","CENTRO",,,,"80450","25","SINALOA","006","Culiacán","0341","Eldorado","4242","006",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","24.32104446","-107.3647106","2019-04"
"8088846","25006464111004941000019698S3","BARANETOS GUADALUPE VICTORIA","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","AVENIDA","MANUEL ESTRADA","CALLE","JUAN RUIZ DE ALARCÓN","CALLE","LICENCIADO JOSÉ VASCONCELOS","CALLE","FRAY BERNARDO DE BALBUENA","3707",,,,"0",,"COLONIA","GUADALUPE VICTORIA",,,,"80240","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5611","016",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","24.7933938","-107.35825235","2019-11"
"6879600","25008464111000171000019698S7","BARANETOS LA CRUZ ELOTA","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","IGNACIO ALLENDE","CALLE","LICENCIADO BENITO JUÁREZ","CALLE","MIGUEL HIDALGO Y COSTILLA","0","SN",,,"0","SN","COLONIA","CENTRO",,,,"82700","25","SINALOA","008","Elota","0001","La Cruz","0723","026",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","23.91506464","-106.89331336","2019-04"
"3836570","25006464111000291000019698S1","BARANETOS NAVOLATO","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","CALLE","JESÚS ALMADA","CALLE","ÁNGEL FLORES","CALLE","MACARIO GAXIOLA","CALLE","MIGUEL HIDALGO Y COSTILLA","116",,,,"0",,"COLONIA","CENTRO",,,,"80320","25","SINALOA","018","Navolato","0001","Navolato","0804","031",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","24.76703982","-107.69881713","2010-07"
"8088847","25013464111000241000019698S8","BARANETOS PERICOS","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","AVENIDA","GENERAL FRANCISCO I. MADERO","CALLE","CENTRAL","CALLE","GENERAL ÁNGEL FLORES","CALLE","REFORMA","0","SN",,,"0",,"COLONIA","CENTRO",,,,"80950","25","SINALOA","013","Mocorito","0235","Pericos","0742","002",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","25.08193076","-107.6981097","2019-11"
"8088848","25006464111004951000019698S2","BARANETOS SANTA FE","OPEFAR SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","BOULEVARD","SANTA FE","CALLE","NINGUNO","CALLE","SALVADOR ALVARADO","CALLE","REAL","1505",,,,"0",,"FRACCIONAMIENTO","SANTA FE",,,,"80021","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6747","001",,"CONTABILIDADGI@OFEPAR.COM.MX",,"Fijo","24.84304545","-107.41365534","2019-11"
"9305665","25006464122000301000000000U1","BELTONE APARATOS AUDITIVOS","BELTONE ","464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","BOULEVARD","DOCTOR MORA","CALLE","LAGUNA DEL CARMEN","BOULEVARD","XICOTENCATL","CALLE","LAGO DE CHAPALA","1197",,,"PLANTA BAJA","2",,"COLONIA","LAS  QUINTAS","OTRO CONGLOMERADO","EDIFICIO DR. MORA",,"80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0127","004",,,,"Fijo","24.81352225","-107.37803985","2020-11"
"3816925","25006464113000111000000000U3","BIO NATURAL",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","AVENIDA","JESUS G. ANDRADE","CALLE","GENERAL IGNACIO RAMIREZ","CALLE","FRANCISCO ZARCO","CALLEJON","PERÚ","740",,,,"4",,"COLONIA","JESUS G ANDRADE",,,,"80200","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0220","008","6672145279",,,"Fijo","24.7984155","-107.39117732","2010-07"
"7928640","25006464112002901000000000S7","BIO SALUD FARMACIA NATURISTA","BIO SALUD FARMACIA NATURISTA SA DE CV","464112","Farmacias con minisúper","0 a 5 personas","AVENIDA","LAZARO CARDENAS","CALLE","FRANCISCO JAVIER MINA","CALLE","FRAY SERVANDO TERESA DE MIER","AVENIDA","AVENIDA DE LOS INSURGENTES","970",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,,"COLONIA","PRIMER CUADRO","CENTRO Y PLAZA COMERCIAL","PLAZA FIESTA","970","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4581","037",,,,"Semifijo","24.79386684","-107.41011397","2019-11"
"3847031","25006464113000341000000000U6","BIOPHYLAX",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","BOULEVARD","DOCTOR ENRIQUE CABRERA","CALLE","REPUBLICA DE GUATEMALA","PRIVADA","PRIVADA DE GUATEMALA","BOULEVARD","OBRERO MUNDIAL",,"SN",,,"1",,"COLONIA","LOS OLIVOS 2",,,,"80025","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5715","026","6674551098",,,"Fijo","24.82443045","-107.41451989","2010-07"
"7650428","25006464111004321000000000U8","BIOSALUD",,"464111","Farmacias sin minisúper","0 a 5 personas","BOULEVARD","MANUEL J. CLOUTHIER","CALLE","CERRO DE LAS CUMBRES","PROLONGACION","NICOLAS BRAVO","CALLE","SIERRA MADRE DEL CARMEN","3243",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","0",,"COLONIA","CAÑADAS","CENTRO Y PLAZA COMERCIAL","PLAZA SUR","3243","80178","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0381","022",,,,"Fijo","24.77766845","-107.40815426","2019-11"
"3814207","25006464122000161000000000U9","BIOSONY",,"464122","Comercio al por menor de artículos ortopédicos","0 a 5 personas","AVENIDA","DONATO GUERRA","CALLE","MARIANO ESCOBEDO","CALLE","LICENCIADO BENITO JUAREZ","AVENIDA","JOSÉ MARÍA MORELOS Y PAVÓN","392","1",,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3386","001","667156086","BIOSONY.CULIACAN@HOTMAIL.COM",,"Fijo","24.80642449","-107.39992545","2014-12"
"9360921","25006464113002321000000000U6","BIOTIQUIN",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","AVENIDA","JOSE MARIA MORELOS Y PAVON","CALLE","GENERAL ANTONIO ROSALES","CALLE","GENERAL ÁNGEL FLORES","AVENIDA","GENERAL DOMINGO RUBÍ","540","2",,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3390","009",,,,"Fijo","24.80898996","-107.39809312","2021-05"
"3776295","25001464113000231000000000S0","BODEGA CENTRO BOTANICO MARYLU",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","GUILLERMO PRIETO","AVENIDA","CUAUTEMOC","CALLEJON","TENOCHTITLAN","CALLEJON","NINGUNO",,"SN","MERCADO PUBLICO","PISO 1",,,"COLONIA","MARGARITA","MERCADO PUBLICO","CUAUTEMOC","SN","81200","25","SINALOA","001","Ahome","0001","Los Mochis","0347","018",,,,"Fijo","25.78506773","-108.99504022","2010-07"
"8418122","25006464111004921000000000S5","BODEGA MODERNA","FARMACON SA DE CV","464111","Farmacias sin minisúper","0 a 5 personas","BOULEVARD","CONSTITUCION","AVENIDA","DONATO GUERRA","AVENIDA","JUAN M. BANDERAS","CALLE","GENERAL JOSÉ AGUILAR BARRAZA","0","SN",,,"0",,"COLONIA","JORGE ALMADA",,,,"80200","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3437","004",,,,"Fijo","24.79900867","-107.39911639","2019-11"
"9356627","25006464113002351000000000U3","BODEGA MOSTRADOR HOSPITALARIO","BODEGA MOSTRADOR HOSPITALARIO SA DE CV","464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","AVENIDA","IGNACIO ALDAMA","CALLE","AGUARUTO","CALLE","BACHIMETO","AVENIDA","NAVOLATO","1984","A",,,"0",,"COLONIA","ANTONIO ROSALES",,,,"80230","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","348A","031",,,,"Fijo","24.79504669","-107.38645","2021-05"
"8490476","25001464113001301000000000S0","BODEGA NATURISTA KARINA",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","GUILLERMO PRIETO","CALLE","GUILLERMO PRIETO","CALLEJON","NINGUNO","CALLEJON","TENOCHTITLAN",,"SN","MERCADO PUBLICO","PISO 1",,,"COLONIA","CENTRO","MERCADO PUBLICO","CUAUTEMOC","SN","81200","25","SINALOA","001","Ahome","0001","Los Mochis","0347","018",,,,"Fijo","25.78506773","-108.99504022","2019-11"
"7295935","25011464113000691000000000S4","BODEGA TIENDA NATURISTA SARITA",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","LUCIANO LEYVA","AVENIDA","IGNACIO ZARAGOZA","AVENIDA","JUAN CARRASCO","CALLE","GENERAL ÁLVARO OBREGÓN","1",,,,,,"COLONIA","CENTRO",,,,"81000","25","SINALOA","011","Guasave","0001","Guasave","0057","053",,,,"Fijo","25.55983392","-108.46090713","2019-11"
"7203660","25001464113001101000000000U4","BOTANICA CUAUHTEMOC INDEPENDENCIA",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","GENERAL EMILIANO ZAPATA","AVENIDA","INDEPENDENCIA","CALLEJON","GUADALUPE VICTORIA","CALLE","SANTOS DEGOLLADO",,"SN","MERCADO PUBLICO","PISO 1",,,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO INDEPENDENCIA","135","81200","25","SINALOA","001","Ahome","0001","Los Mochis","0277","023",,,,"Fijo","25.78764474","-108.98898153","2019-11"
"8490421","25001464113001171000000000U7","BOTANICA CUAUTEMOC",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","GUILLERMO PRIETO","AVENIDA","CUAUTEMOC","CALLEJON","TENOCHTITLAN","CALLEJON","NINGUNO",,"SN","MERCADO PUBLICO","PISO 1",,,"COLONIA","CENTRO","MERCADO PUBLICO","CUAUTEMOC","SN","81200","25","SINALOA","001","Ahome","0001","Los Mochis","0347","018",,,,"Fijo","25.78506773","-108.99504022","2019-11"
"3859056","25009464113000031000000000U7","BOTANICA DEL REY DE REYES",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","AVENIDA","GABRIEL LEYVA SOLANO","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","5 DE MAYO","AVENIDA","22 DE DICIEMBRE","16",,,,,"16","COLONIA","ESCUINAPA CENTRO",,,,"82400","25","SINALOA","009","Escuinapa","0001","Escuinapa de Hidalgo","003A","022",,,,"Fijo","22.83436795","-105.77764872","2010-07"
"9367069","25018464113000231000000000U4","BOTANICA EL  ARBOLITO",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","EUSTAQUIO BUELNA","CALLE","NINGUNO","PROLONGACION","BENITO JUAREZ","CALLE","NINGUNO",,"SN",,"PLANTA BAJA",,,"CIUDAD","JOSE LOPEZ PORTILLO","MERCADO PUBLICO","MERCADO VILLA JUAREZ","41","80378","25","SINALOA","018","Navolato","0374","Licenciado Benito Juárez (Campo Gobierno)","0382","027",,,,"Fijo","24.65756035","-107.5418996","2021-05"
"3852103","25006464113000641000000000U9","BOTANICA LILY",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","AVENIDA","GENERAL DOMINGO RUBI","CALLE","GENERAL ANTONIO ROSALES","CALLE","GENERAL ÁNGEL FLORES","AVENIDA","GENERAL JUAN CARRASCO","520",,"MERCADO PUBLICO","PASILLO","18",,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO DE LAS FLORES","18","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3390","023","6671771173",,,"Fijo","24.80912578","-107.39663286","2010-07"
"3814643","25006464113001511000000000U3","BOTANICA TIENDA NATURISTA",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","LICENCIADO BENITO JUAREZ","AVENIDA","JORGE GARCIA GRANADOS","AVENIDA","IGNACIO ALDAMA","CALLE","MARIANO ESCOBEDO","586",,,,,,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3403","008",,"ELICEO-HUIZAR-FLORES@HOTMAIL.COM",,"Fijo","24.80778218","-107.38878985","2014-12"
"3851798","25008464111000031000000000U3","BOTICA DE LOS POBRES",,"464111","Farmacias sin minisúper","0 a 5 personas","AVENIDA","16 DE SEPTIEMBRE","CALLE","SAUL AGUILAR PICOS","CALLE","LEYES DE REFORMA","AVENIDA","20 DE NOVIEMBRE",,"SN",,,,,"COLONIA","LA CRUZ",,,,"82700","25","SINALOA","008","Elota","0001","La Cruz","0013","041","6969612544",,,"Fijo","23.91671097","-106.89339783","2010-07"
"3774796","25012433110000113001000000U1","BOTICA DEL CARMEN",,"464111","Farmacias sin minisúper","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","MELCHOR OCAMPO","CALLE","LEANDRO VALLE","CALLE","SEGUNDA Y/O TENIENTE JOSÉ AZUETA","1710",,,,"0",,"COLONIA","CENTRO",,,,"82000","25","SINALOA","012","Mazatlán","0001","Mazatlán","0393","009","6699982212",,,"Fijo","23.20217593","-106.42057456","2010-07"
"3779419","25006464111000471000000000U5","BOTICA DEL PACÍFICO",,"464111","Farmacias sin minisúper","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","JOSE MARIA MORELOS Y PAVON","AVENIDA","GENERAL DOMINGO RUBI","CALLE","LICENCIADO BENITO JUÁREZ","258",,,,"0",,"COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3386","013","6677120031",,,"Fijo","24.80772257","-107.39757659","2010-07"
"3832709","25012464111001291000000000U4","BOTICA DEL PARAISO",,"464111","Farmacias sin minisúper","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLEJON","JUAN DE LA BARRERA","AVENIDA","FRANCISCO MARQUEZ","AVENIDA","FRANCISCO MÁRQUEZ",,"SN",,,,,"LOCALIDAD","EL ROBLE",,,,"82245","25","SINALOA","012","Mazatlán","0304","El Roble","125A","024","6699635189",,,"Fijo","23.24572717","-106.2065124","2014-12"
"3850757","25005464111000051000000000U7","BOTICA MARIA ELENA",,"464111","Farmacias sin minisúper","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","CALLE","HERACLIO BERNAL","ANDADOR","LUIS PEREZ MEZA","CALLE","MINA","47","SN",,,,,"COLONIA","CENTRO",,,,"80700","25","SINALOA","005","Cosalá","0001","Cosalá","0261","013",,,,"Fijo","24.41246729","-106.69214158","2010-07"
"3833322","25014464111000161000000000U6","BOTICA ROSARENSE",,"464111","Farmacias sin minisúper","0 a 5 personas","CALLE","GENERAL DAMY","CALLE","DOCTOR JULIO RIOS TIRADO","CALLE","ÁNGEL FLORES","CALLE","MELCHOR OCAMPO",,"SN",,,,,"COLONIA","CENTRO",,,,"82800","25","SINALOA","014","Rosario","0001","El Rosario","003A","002","6949520055",,,"Fijo","22.98997649","-105.85467229","2014-12"
"7370956","25002461110002341000000000M2","CARRANCO HNOS SUPER Y FARMACIA",,"464112","Farmacias con minisúper","0 a 5 personas","AVENIDA","GABRIEL LEYVA SOLANO","CALLE","NICOLAS BRAVO","CALLE","NIÑOS HEROES","AVENIDA","CONSTITUCIÓN",,"SN",,,,,"COLONIA","ANGOSTURA CENTRO",,,,"81600","25","SINALOA","002","Angostura","0001","Angostura","0503","001",,"ANGSINTJ@GMAIL.COM",,"Fijo","25.36816561","-108.15680529","2019-11"
"8049201","25006464113002001000000000U4","CASA HOLISTICA AZUL INDIGO CENTRO DE APOYO",,"464113","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","0 a 5 personas","CALLE","ISLA DEL SOCORRO","BOULEVARD","SINALOA","CERRADA","ISLA DEL SOCORRO","CALLE","ISLA DE GUADALUPE","1581",,,,,,"COLONIA","LAS QUINTAS",,,,"80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0131","011",,,,"Fijo","24.81187881","-107.37038243","2019-11"
