"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6777564","25012465212000301001003732S7","172 MAZATLAN JUGUETRON","DISTRIBUIDORA JUGUETRON SA DE CV","465212","Comercio al por menor de juguetes","11 a 30 personas","AVENIDA","DE LA MARINA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","24",,,,"255",,"COLONIA","MARINA MAZATLAN",,,,"82103","25","SINALOA","012","Mazatlán","0001","Mazatlán","2192","028",,"MAZATLAN72@JUGUETRON.MX",,"Fijo","23.27870629","-106.44740888","2017-03"
"6389626","25006465211000183000002541S3","2074 CULIACAN","PROMOTORA MUSICAL SA DE CV","465211","Comercio al por menor de discos y casetes","11 a 30 personas","BOULEVARD","DIEGO VALADÉS RÍOS","AVENIDA","TEÓFILO NORIS","AVENIDA","ÁLVARO OBREGÓN","ANDADOR","LUIS DONALDO COLOSIO MURRIETA","1676",,,,,,"COLONIA","DESARROLLO URBANO 3 RIOS","CENTRO Y PLAZA COMERCIAL","FORUM CULIACAN","SA 02","80020","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0108","058",,,"WWW.ISHOPMIXUP.COM","Fijo","24.81567429","-107.40013471","2010-07"
"3764145","25010463215000081000000000U4","6 Y MAS",,"465912","Comercio al por menor de regalos","0 a 5 personas","CALLE","16 DE SEPTIEMBRE","CALLE","IGNACIO ZARAGOZA","CALLE","LICENCIADO BENITO JUAREZ","CALLE","GENERAL ÁNGEL FLORES",,"SN",,,,,"CIUDAD","EL FUERTE",,,,"81820","25","SINALOA","010","El Fuerte","0001","El Fuerte","0026","009","6981068747","RAFALVA@HOTMAIL.COM",,"Fijo","26.41829915","-108.6212689","2010-07"
"8911340","25011465111000571000000000U1","A TU ESTILO",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","BOULEVARD","FRANCISCO RIVERA ROJO","AVENIDA","BALTAZAR DE OBREGON","AVENIDA","BABILONO","CALLE","GENERAL MANUEL LUGO",,"SN",,,,,"LOCALIDAD","ADOLFO RUIZ CORTINES",,,,"81121","25","SINALOA","011","Guasave","0035","Adolfo Ruiz Cortines","0201","009","6681438778",,,"Fijo","25.70240261","-108.71561797","2019-11"
"3845425","25018465311000401000000000U2","ABARROTE AZ POR VENIR",,"465311","Comercio al por menor de artículos de papelería","0 a 5 personas","CALLE","JUAN CARRASCO","AVENIDA","SEPTIMA","AVENIDA","OCTAVA","CALLE","IGNACIO RAMÍREZ","0","SN",,,"0",,"COLONIA","MARGARITAS",,,,"80378","25","SINALOA","018","Navolato","0374","Licenciado Benito Juárez (Campo Gobierno)","0378","026",,,,"Fijo","24.65925531","-107.52908508","2010-07"
"3819148","25006461110065221010000000U1","ABARROTE DOÑA LORENA",,"465311","Comercio al por menor de artículos de papelería","0 a 5 personas","CALLE","GENERAL JOSE MARIA YAÑEZ","AVENIDA","BATALLA DE SAN PEDRO","AVENIDA","EJERCITO NACIONAL","CALLE","GENERAL VIVIANO DÁVALOS","2906",,,,,,"COLONIA","21 DE MARZO",,,,"80280","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3719","024",,,,"Fijo","24.78046246","-107.36567726","2014-12"
"3808941","25006465311005661000000000U1","ABARROTE Y PAPELERIA PUNTO ROJO",,"465311","Comercio al por menor de artículos de papelería","0 a 5 personas","AVENIDA","VICTORIANO ALVAREZ","CALLE","FRANCISCO JAVIER CLAVIJERO","CALLE","JOSE DIEGO ABAD","AVENIDA","FEDERICO GAMBOA","1942",,,,"0",,"COLONIA","AEROPUERTO",,,,"80130","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4045","019","6672030299",,,"Fijo","24.77687685","-107.47278574","2014-12"
"3783511","25001431110000121010000000U9","ABARROTES LA ESQUINA",,"465311","Comercio al por menor de artículos de papelería","0 a 5 personas","CALLE","RIO ZUAQUE","BOULEVARD","ROSENDO G. CASTRO","AVENIDA","AGUSTINA RAMIREZ","CALLE","LEY FEDERAL DEL TRABAJO","21",,,,,,"COLONIA","ROSENDO G. CASTRO",,,,"81260","25","SINALOA","001","Ahome","0001","Los Mochis","1951","013",,,,"Fijo","25.77037291","-108.96311405","2012-06"
"3778118","25001461110010591010000000U4","ABARROTES LA RANCHERITA",,"465914","Comercio al por menor de artículos desechables","0 a 5 personas","BOULEVARD","PEDRO MARIA ANAYA","AVENIDA","CONSTITUCION","CALLE","CHAPULTEPEC","AVENIDA","HERMENEGILDO GALEANA","2401",,,,,,"COLONIA","PRADERAS DE VILLA",,,,"81290","25","SINALOA","001","Ahome","0001","Los Mochis","2216","029","6681584332",,,"Fijo","25.76523525","-109.00204891","2010-07"
"3779360","25001461110000011010000000U5","ABARROTES LOURDES",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","CALLE","MADRE SELVA","CALLE","NINGUNO","CALLE","AQUILES SERDAN","CALLE","CALLE DEL ROCÍO","277",,,,"0",,"COLONIA","LAS MAÑANITAS",,,,"81260","25","SINALOA","001","Ahome","0001","Los Mochis","3464","034",,,,"Fijo","25.77894802","-108.96165523","2010-07"
"3764613","25010461110002091000000000U6","ABARROTES Y PAPELERIA LA GUADALUPANA",,"465311","Comercio al por menor de artículos de papelería","0 a 5 personas","AVENIDA","20 DE NOVIEMBRE","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","91",,,,,,"PUEBLO","SAN BLAS",,,,"81800","25","SINALOA","010","El Fuerte","0179","San Blas","0609","056",,,,"Fijo","26.08175707","-108.76274028","2010-07"
"3772791","25012465311003222000000000U2","ABASTECEDORA DE OFICINAS Y DIBUJO TÉCNICO",,"465311","Comercio al por menor de artículos de papelería","6 a 10 personas","CALLE","AQUILES SERDAN","CALLE","16 DE SEPTIEMBRE","CALLE","SIMON BOLIVAR","CALLE","16 DE SEPTIEMBRE","2443",,,,,"2443","COLONIA","CENTRO",,,,"82000","25","SINALOA","012","Mazatlán","0001","Mazatlán","0355","020","6699811165","DIBUJOTECNICO99@HOTMAIL.COM","WWW.DIBUJOTECNICO.MX","Fijo","23.20762892","-106.42139613","2010-07"
"8247137","25006465912003881000000000U2","ABBYS TIENDA DE REGALOS Y ACCESORIOS",,"465912","Comercio al por menor de regalos","0 a 5 personas","BOULEVARD","CONQUISTADORES","BOULEVARD","SANTA ANITA","CALLE","LA PITAHAYA","CALLE","BEBELAMAS",,"SN",,,,,"FRACCIONAMIENTO","VILLAS SANTA ANITA",,,,"80058","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6499","073","6672306300",,,"Fijo","24.82137273","-107.43918309","2019-11"
"9052937","25001465211000081000000000U0","ACCESORIOS",,"465211","Comercio al por menor de discos y casetes","0 a 5 personas","AVENIDA","CONSTITUCION","CALLE","ANTONIO ROSALES","CALLE","GENERAL JOSE MARIA OCHOA","CALLE","FRANCISCO JAVIER MINA","0","SN",,,"0",,"LOCALIDAD","AHOME",,,,"81310","25","SINALOA","001","Ahome","0070","Ahome","0506","045",,,,"Semifijo","25.91919457","-109.16997772","2019-11"
"8049504","25006465112001351000000000U5","ACCESORIOS ADRIANA",,"465112","Comercio al por menor de artículos de joyería y relojes","0 a 5 personas","CALLE","GENERAL RAFAEL BUELNA TENORIO","CALLE","SEGUNDA CERRADA RAFAEL BUELNA","CERRADA","PRIMERA RAFAEL BUELNA","CALLE","GENERAL ANTONIO ROSALES","0","SN",,,"0",,"COLONIA","LAS QUINTAS",,,,"80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3371","010","6671029233",,,"Fijo","24.81188661","-107.38121333","2019-11"
"8189340","25012465911000341000000000U0","ACCESORIOS CANINOS NIKKI ROTT",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","REVOLUCION","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","REVOLUCION","CALLE","MIGUEL HIDALGO Y COSTILLA","696","A",,,,,"COLONIA","ADOLFO LOPEZ MATEOS",,,,"82140","25","SINALOA","012","Mazatlán","0001","Mazatlán","1828","031",,,,"Fijo","23.24041265","-106.43006048","2019-11"
"3850563","25006465912001191000000000U8","ACCESORIOS EL TÍBET",,"465912","Comercio al por menor de regalos","0 a 5 personas","AVENIDA","NEZAHUALCOYOTL","CALLE","CRISTOBAL COLON","CALLE","MARIANO ESCOBEDO","CALZADA","INDIO DE GUELATAO",,"SN",,,,,"COLONIA","MIGUEL HIDALGO",,,,"80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","017A","004","6677151800",,,"Fijo","24.80718524","-107.37913463","2010-07"
"8248122","25018465213000131000000000U3","ACCESORIOS PARA BICICLETA EL ENCANTO",,"465213","Comercio al por menor de bicicletas","0 a 5 personas","CALLE","GERANIOS","CALLE","CANDIDATO PRESIDENCIAL","AVENIDA","DEMOCRACIA","AVENIDA","AVENIDA DE LOS PINOS",,"SN",,,,,"COLONIA","LUIS DONALDO",,,,"80379","25","SINALOA","018","Navolato","0374","Licenciado Benito Juárez (Campo Gobierno)","1075","028",,,,"Fijo","24.65398355","-107.54592372","2019-11"
"3860717","25009465216000011000000000U9","ACCESORIOS PARA INSTRUMENTOS MUSICALES LA CUERDA FLOJA",,"465216","Comercio al por menor de instrumentos musicales","0 a 5 personas","CALLE","SEVERIANO MORENO","CALLE","BELISARIO DOMINGUEZ","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","REFORMA","8","NORTE",,,,,"COLONIA","CENTRO",,,,"82400","25","SINALOA","009","Escuinapa","0001","Escuinapa de Hidalgo","0523","032","6959530611",,,"Fijo","22.83580908","-105.77573062","2010-07"
"7168220","25008465912000151000000000U9","ACCESORIOS ROMAOG",,"465912","Comercio al por menor de regalos","0 a 5 personas","AVENIDA","MAR MERMEJO","CALLE","RAMON QUEZADA","CALLE","JOSE ROMERO AGUILAR","AVENIDA","AVENIDA DE LA JUVENTUD","0","SN",,,"0",,"COLONIA","MIRAMAR",,,,"82707","25","SINALOA","008","Elota","0001","La Cruz","0314","003","6961160108","ROMAOG@OUTLOOK.COM",,"Fijo","23.92545177","-106.88909869","2019-11"
"8175640","25012465112001731000000000U6","ACCESORIOS SIN NOMBRE",,"465112","Comercio al por menor de artículos de joyería y relojes","0 a 5 personas","PRIVADA","ENRIQUE PEREZ ARCE","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","SAN LUIS POTOSI","CALLE","13 DE MAYO","14",,,,,,"COLONIA","MONTUOSA",,,,"82030","25","SINALOA","012","Mazatlán","0001","Mazatlán","0340","029",,,,"Fijo","23.21194367","-106.41181018","2019-11"
"3859258","25009465912000061000000000U8","ACCESORIOS Y BOLSOS PARA DAMA MELISSA",,"465912","Comercio al por menor de regalos","0 a 5 personas","AVENIDA","INDEPENDENCIA","CALLE","BELISARIO DOMINGUEZ","CALLE","2 DE ABRIL","AVENIDA","REFORMA",,"SN",,,,,"COLONIA","ESCUINAPA CENTRO",,,,"82400","25","SINALOA","009","Escuinapa","0001","Escuinapa de Hidalgo","081A","027","6951020667",,,"Fijo","22.83568732","-105.77687757","2010-07"
"8739650","25012465211000351000000000U4","ACCESORIOS Y MAS",,"465211","Comercio al por menor de discos y casetes","0 a 5 personas","CALLE","LUIS ZUÑIGA","CALLE","SEGUNDA Y/O TENIENTE JOSE AZUETA","CALLE","AQUILES SERDAN","CALLE","ALEJANDRO QUIJANO","709",,,,,,"COLONIA","CENTRO",,,,"82000","25","SINALOA","012","Mazatlán","0001","Mazatlán","0355","034","6691023046",,,"Fijo","23.20615241","-106.42085231","2019-11"
"3833683","25009465912000181000000000U4","ACCESORIOS Y NOVEDADES CASA DEL PELUCHE DINELY",,"465912","Comercio al por menor de regalos","0 a 5 personas","CALLE","FRANCISCO PEREZ","CALLEJON","ORIENTAL","AVENIDA","AVENIDA DE LA PAZ","CALLE","MIGUEL HIDALGO Y COSTILLA","40","BIS",,,,,"COLONIA","CENTRO",,,,"82400","25","SINALOA","009","Escuinapa","0001","Escuinapa de Hidalgo","0523","001","6959530486",,,"Fijo","22.83346126","-105.77204926","2014-12"
"3812583","25006811499001591010000000U8","ACCESORIOS YESSI RUBIO",,"465912","Comercio al por menor de regalos","0 a 5 personas","BOULEVARD","BOULEVARD DE LAS AMERICAS","BOULEVARD","ANTONIO CASTRO LEAL","CALLE","NEPTUNO","AVENIDA","HACIENDA","924",,"CENTRO Y PLAZA COMERCIAL","CORREDOR","2",,"FRACCIONAMIENTO","RES CAMPESTRE","CENTRO Y PLAZA COMERCIAL","ACCESORIOS YESSI RUBIO","2","80015","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","184A","005",,,,"Fijo","24.83729816","-107.38499565","2014-12"
"8825236","25012465111001421000000000U6","ACCESSORIOS KAROLINA",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","BOULEVARD","OSCAR PEREZ ESCOBOSA","CARRETERA","INTERNACIONAL MEXICO 15","AVENIDA","AVENIDA DE LAS TORRES","AVENIDA","GENARO ESTRADA","8201",,"CENTRO Y PLAZA COMERCIAL","PASILLO",,,"COLONIA","VENADILLO","CENTRO Y PLAZA COMERCIAL","PLAZA ACAYA MAZATLAN","8201","82124","25","SINALOA","012","Mazatlán","0001","Mazatlán","2629","001",,,,"Semifijo","23.27366532","-106.41787599","2019-11"
"3834752","25011465911000031000000000U9","ACUALANDIA",,"465911","Comercio al por menor de mascotas","0 a 5 personas","CALLE","DOCTOR LUIS GONZAGA DE LA TORRE","AVENIDA","IGNACIO ZARAGOZA","AVENIDA","JUAN CARRASCO","CALLE","CUAUHTÉMOC","539",,"EDIFICIO SIN NOMBRE","PLANTA BAJA","10",,"COLONIA","CENTRO","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA CRISTINA","10","81000","25","SINALOA","011","Guasave","0001","Guasave","1360","024","6878721111",,,"Fijo","25.56221595","-108.46229237","2010-07"
"8556855","25006465911000491000000000U5","ACUARIO DEL VALLE",,"465911","Comercio al por menor de mascotas","0 a 5 personas","BOULEVARD","JESUS KUMATE RODRIGUEZ","BOULEVARD","EMILIANO ZAPATA","CALLE","ÁLVAR NUÑEZ CABEZA DE VACA","CALLE","DIEGO HURTADO DE MENDOZA",,"SN",,,,,"COLONIA","SAN RAFAEL",,,,"80150","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3583","021","6672339737",,,"Semifijo","24.77640994","-107.44521695","2019-11"
"8704657","25006465911000451000000000U9","ACUARIO LAS 2 AGUAS",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","AZTLAN","CALLE","NINGUNO","AVENIDA","FRAY MARCOS DE NIZA","CALLE","NINGUNO","3062","4-5",,,,,"COLONIA","INDUSTRIAL EL PALMITO",,,,"80160","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","412A","056","6671760146","OSHUN1202TONALDE@GMAIL.COM",,"Fijo","24.7716999","-107.43521559","2019-11"
"3843395","25006465911000221000000000U6","ACUARIO RIO MAR",,"465911","Comercio al por menor de mascotas","0 a 5 personas","CALLE","FRANCISCO TRESGUERRAS","AVENIDA","GENERAL BENJAMIN HILL","AVENIDA","HECTOR JEOVANNI ZAMUDIO MEDINA","CALLE","ANTONIO CASO","5720",,,,,"5 Y 5","FRACCIONAMIENTO","INFONAVIT BARRANOS",,,,"80194","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4721","005","667202846",,,"Fijo","24.74835762","-107.42731407","2010-07"
"3783086","25006465911000131000000000U7","ACUARIO TRITON",,"465911","Comercio al por menor de mascotas","0 a 5 personas","CALLE","TARAHUMARAS","AVENIDA","CONSTITUYENTE PASTOR ROUAIX","AVENIDA","CONSTITUYENTE LUIS MANUEL ROJAS","CALLE","TLAXCALTECAS","2285","A",,,,,"COLONIA","EL PALMITO",,,,"80160","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0413","011","6671646035",,,"Fijo","24.78185028","-107.42782431","2010-07"
"3815562","25006434112000611010000000U1","ACUARIO Y ACCESORIOS",,"465911","Comercio al por menor de mascotas","0 a 5 personas","BOULEVARD","DOCTOR MORA","AVENIDA","AVENIDA DE LOS SABINOS","AVENIDA","AVENIDA DE LOS EUCALIPTOS","CALLE","CALLE DEL GUAMÚCHIL","1725",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,,"COLONIA","LA CAMPIÑA","CENTRO Y PLAZA COMERCIAL","CENTRO COMERCIAL LA CAMPIÑA","O ISLA","80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1591","019","6677841190",,,"Fijo","24.81593662","-107.36468082","2014-12"
"3770183","25012465911000231000000000U3","ACUARIOS PISCIS",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","INTERNACIONAL","PRIVADA","PRIVADA DEL ASTILLERO","CALLE","13 DE ABRIL","AVENIDA","GENERAL RAFAEL BUELNA TENORIO","4906","C",,,,,"COLONIA","BENITO JUAREZ",,,,"82180","25","SINALOA","012","Mazatlán","0001","Mazatlán","0232","021","6691582803",,,"Fijo","23.23085331","-106.40584581","2010-07"
"3827508","25012465111000831000000000U7","ADOC",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","AVENIDA","APOLO","AVENIDA","AVENIDA DE LA UNIVERSIDAD","AVENIDA","REFORMA","AVENIDA","AVENIDA DE LA UNIVERSIDAD",,"SN","CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,"E 11","FRACCIONAMIENTO","PARAISO","CENTRO Y PLAZA COMERCIAL","LA GRAN PLAZA","E-11","82123","25","SINALOA","012","Mazatlán","0001","Mazatlán","1870","030",,"ADMINISTRACION@JOAN.COM.MX","WWW.JOAN.COM.MX","Fijo","23.23820506","-106.43742193","2014-12"
"9283358","25001465919000271000000000U5","AERO MEXICO CARGO","AERO DIAS EMPRESA DE CARGO SA DE CV","465919","Comercio al por menor de otros artículos de uso personal","0 a 5 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","IGNACIO ALLENDE","CALLE","GUILLERMO PRIETO","CALLEJON","NICOLÁS BRAVO","166",,,,,,"COLONIA","CENTRO",,,,"81200","25","SINALOA","001","Ahome","0001","Los Mochis","0224","025",,"CAESTACIONLMM@AEROMEXICO.COM",,"Fijo","25.79148809","-108.98998777","2020-11"
"3773394","25012465213000011000000000U0","AGENCIA DE BICICLETAS DOMINGUEZ",,"465213","Comercio al por menor de bicicletas","0 a 5 personas","CALLE","DOCTOR CARVAJAL","CALLE","16 DE SEPTIEMBRE","CALLE","HEROES DEL CAÑONERO TAMPICO","AVENIDA","JUAN CARRASCO","2602",,,,"0",,"CIUDAD","CENTRO",,,,"82000","25","SINALOA","012","Mazatlán","0001","Mazatlán","0321","021",,,,"Fijo","23.20760019","-106.41982804","2010-07"
"8829128","25006465111003281000000000M4","AGRILCOLORS",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","CALLE","CRISTOBAL COLON","AVENIDA","ÁLVARO OBREGON","AVENIDA","DOCTOR RUPERTO L. PALIZA","BOULEVARD","FRANCISCO I. MADERO","58","A",,,,"A","COLONIA","CENTRO",,,,"80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3418","028",,,,"Fijo","24.80555466","-107.39385686","2019-11"
"3802998","25011465111000281000000000U7","AIKA SHOP",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","AVENIDA","IGNACIO ZARAGOZA","CALLE","CUAUHTEMOC","CALLE","DOCTOR LUIS GONZAGA DE LA TORRE","AVENIDA","FRANCISCO I. MADERO","571",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA","3",,"COLONIA","CENTRO","CENTRO Y PLAZA COMERCIAL","PLAZA ANDREA","3","81000","25","SINALOA","011","Guasave","0001","Guasave","1356","014",,,,"Fijo","25.56277995","-108.46132635","2014-12"
"8248250","25006465215001061000000000U1","AIRMAN STORE","TOP IMPORTACIONES SA DE CV","465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","CALZADA","AEROPUERTO","BOULEVARD","JESUS KUMATE RODRIGUEZ","AVENIDA","AVENIDA DE LOS BRASILES","OTRO (ESPECIFIQUE)","NINGUNO","5636","11-A",,,,,"COLONIA","SAN RAFAEL",,,,"80150","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3899","015",,,,"Fijo","24.77676124","-107.44609222","2019-11"
"8049714","25006465112001381000000000U2","AL ROMO","LOCAL 11 ","465112","Comercio al por menor de artículos de joyería y relojes","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","GENERAL JUAN CARRASCO","AVENIDA","ÁLVARO OBREGON","CALLE","LICENCIADO BENITO JUÁREZ","78","49","PLAZA DE LA MUJER","PLANTA BAJA","11",,"COLONIA","CENTRO","CENTRO Y PLAZA COMERCIAL","PLAZA DE LA MUJER","11","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3386","029",,,,"Fijo","24.80791495","-107.39548721","2019-11"
"9244934","25006465215001312000040253S8","ALCAMPO","DEPORTES ALCAMPO DE SINALOA SA DE CV","465215","Comercio al por menor de artículos y aparatos deportivos","0 a 5 personas","BOULEVARD","FRANCISCO I. MADERO","CALLE","SIN REFERENCIA","CALLE","SAN ANDRES APOSTOL","CALLE","SIN REFERENCIA","4244",,"CENTRO Y PLAZA COMERCIAL","PLANTA BAJA",,,"COLONIA","EL BARRIO","CENTRO Y PLAZA COMERCIAL","PLAZA PABELLÓN","9","80080","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6304","036",,,"WWW.DEPORTESALCAMPO.COM.MX","Fijo","24.80399009","-107.34400495","2020-04"
"3780617","25001466114000011010000000U2","ALFARERIA PALMIRA",,"465915","Comercio al por menor en tiendas de artesanías","0 a 5 personas","CALLE","SANTOS DEGOLLADO","CALLEJON","GUADALUPE VICTORIA","AVENIDA","LICENCIADO BENITO JUAREZ","CALLE","IGNACIO ALLENDE",,"SN",,,,,"COLONIA","CENTRO",,,,"81200","25","SINALOA","001","Ahome","0001","Los Mochis","0277","009",,,,"Fijo","25.78856681","-108.98982823","2010-07"
"8243786","25001465914000231000000000U0","ALFER PLASTICOS DESECHABLES Y DULCERIA",,"465914","Comercio al por menor de artículos desechables","0 a 5 personas","AVENIDA","AQUILES SERDAN","BOULEVARD","GENERAL MACARIO GAXIOLA","CALLE","CORREGIDORA","CALLE","SINALOA",,"SN",,,,,"COLONIA","LA CUCHILLA",,,,"81200","25","SINALOA","001","Ahome","0001","Los Mochis","0239","019","6688180493",,,"Fijo","25.78779767","-108.97914341","2019-11"
"7356822","25012465911000391000000000U5","ALIMEENTOS EL VENADO",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","INSURGENTES","PRIVADA","PRIVADA DEL MUELLE","CALLE","AGUSTIN MELGAR","PRIVADA","PRIVADA DEL MUELLE","0","SN",,,"0",,"COLONIA","BENITO JUAREZ",,,,"82180","25","SINALOA","012","Mazatlán","0001","Mazatlán","0232","015",,,,"Fijo","23.23271783","-106.40651297","2019-11"
"3771958","25012434112000233000000000M2","ALIMENTOS DE OCCIDENTE","ALIMENTOS DE OCCIDENTE SA DE CV","465911","Comercio al por menor de mascotas","11 a 30 personas","AVENIDA","EJERCITO MEXICANO","AVENIDA","LOLA BELTRAN","CALLE","JOSE ÁNGEL ESPINOZA FERRUSQUILLA","CALLE","RÍO PÁNUCO","2017",,"EDIFICIO SIN NOMBRE","PLANTA BAJA",,,"COLONIA","PALOS PRIETOS",,,,"82010","25","SINALOA","012","Mazatlán","0001","Mazatlán","1480","001","6699820733","NUTRIMENTPRODIGYNETOSMAZ@PRODIGY.NET.MX",,"Fijo","23.22563787","-106.42089081","2010-07"
"8175172","25012465911000331000000000U1","ALIMENTOS ESPECIAS DESECHABLES Y MAS",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","MANUEL DE JESUS CLOUTHIER DEL RINCON","PRIVADA","CARLOTA LLAMAS","CALLE","OFELIA GUEVARA GAMBOA","PRIVADA","CARLOTA LLAMAS","4495",,,,"0",,"COLONIA","LOMAS DEL EBANO",,,,"82198","25","SINALOA","012","Mazatlán","0001","Mazatlán","1620","016","6692287765",,,"Fijo","23.25232608","-106.38388607","2019-11"
"8884459","25012465911000381000000000U6","ALIMENTOS PARA MASCOTAS SAME",,"465911","Comercio al por menor de mascotas","0 a 5 personas","CALLE","LOS CORRALES","CALLE","NINGUNO","CALLE","DORADO PONIENTE","CALLE","LOS GRANEROS","6775",,,,"0",,"FRACCIONAMIENTO","HACIENDA VICTORIA",,,,"82195","25","SINALOA","012","Mazatlán","0001","Mazatlán","2262","008",,,,"Fijo","23.23832351","-106.37479085","2019-11"
"9115807","25012465911000441000000000U8","ALIMENTOS PARA PERROS",,"465911","Comercio al por menor de mascotas","0 a 5 personas","CALLE","SAUCES","CALLE","LAS GOLONDRINAS","CALLE","LAS MAÑANITAS","CALLE","3 REGALOS",,"SN",,,,,"FRACCIONAMIENTO","LAS MAÑANITAS",,,,"82139","25","SINALOA","012","Mazatlán","0001","Mazatlán","2811","012",,,,"Fijo","23.26535399","-106.38706301","2019-11"
"7373509","25012465911000421000000000U0","ALIMENTOS PAULET",,"465911","Comercio al por menor de mascotas","0 a 5 personas","AVENIDA","ARNOLDO RIGODANZA","CALLE","ARROYO","CALLE","C","CALLE","ANTONIO TOLEDO CORRO","724",,,,,,"COLONIA","FEDERICO VELARDE",,,,"82157","25","SINALOA","012","Mazatlán","0001","Mazatlán","0938","006",,,,"Fijo","23.24857814","-106.41360005","2019-11"
"8243783","25001465911000161000000000U5","ALIMENTOS Y FARMACEUTICOS","ALIMENTOS Y FARMACEUTICOS SA DE CV","465911","Comercio al por menor de mascotas","0 a 5 personas","BOULEVARD","GENERAL MACARIO GAXIOLA","AVENIDA","PROLONGACION IGNACIO RAMIREZ","CALLE","ALFONSO CANO","CALLE","20 DE NOVIEMBRE","696",,,,,,"COLONIA","LOS MOCHIS CENTRO",,,,"81200","25","SINALOA","001","Ahome","0001","Los Mochis","2061","028",,,,"Fijo","25.79149409","-108.97590979","2019-11"
"7389318","25006465111002921000000000U6","ALISMI 33",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","AVENIDA","GENERAL JUAN CARRASCO","AVENIDA","ÁLVARO OBREGON","CALLE","LICENCIADO BENITO JUÁREZ","78","49","PLAZA DE LA MUJER","PLANTA BAJA","33",,"COLONIA","CENTRO","CENTRO Y PLAZA COMERCIAL","PLAZA DE LA MUJER","33","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3386","029",,,,"Fijo","24.80791495","-107.39548721","2019-11"
"3772947","25012465919000051010000000U8","ALISON",,"465111","Comercio al por menor de artículos de perfumería y cosméticos","0 a 5 personas","CALLE","AQUILES SERDAN","AVENIDA","GENERAL IGNACIO ZARAGOZA","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","AMADO NERVO","0","SN",,,"0",,"COLONIA","CENTRO",,,,"82000","25","SINALOA","012","Mazatlán","0001","Mazatlán","0355","024",,,,"Fijo","23.20489155","-106.42104069","2010-07"
